,0
369,-19.814211794184775
370,-22.103456499833555
371,-29.47903078558063
372,-30.563222499372092
373,-30.820511427778364
374,-32.58964715494308
375,-32.558948454202394
376,-32.296924398445235
377,-31.98121927299134
378,-32.27487401256188
379,-30.371462309114847
380,-28.346548727102675
381,-28.49547870911774
382,-30.020130106311075
383,-29.183697766274214
384,-26.183143369130285
385,-26.260679964756537
386,-21.65315704382959
387,-18.673098344622495
388,-15.176534959873747
389,-14.209676197553938
390,-9.046930276397923
391,-5.133363742509947
392,-2.043089598113714
393,1.3704699147199577
394,3.657663257791786
395,6.472971083648969
396,7.197551522428176
397,9.759312513782906
398,8.819227760600114
399,10.91057062486895
400,11.99018817595641
401,13.557148893963154
402,17.678104612534547
403,18.990241496371606
404,19.60205731940409
405,20.881659961119972
406,24.68189121360808
407,26.966607708924794
408,30.31927318727457
409,28.223340432872714
410,28.235699427074113
411,27.000740735501704
412,27.850874669163304
413,28.150350317265612
414,28.546318668509553
415,30.183944821626177
416,28.519935707332365
417,27.68216470288984
418,28.528813488521543
419,29.411282659338912
420,32.417287792720316
421,33.9683383193404
422,35.99676555515755
423,35.72178368067276
424,38.63704780667185
425,42.6731963478222
426,42.20637894806283
427,44.4705503257815
428,41.35868162873418
429,38.55212191908834
430,40.820078733305024
431,42.63841522146605
432,45.89868742483786
433,45.80686166747261
434,48.398779017079434
435,51.4213105854434
436,48.17303843178652
437,51.13240890364825
438,49.671434121913634
439,48.83745917254721
440,52.82739360594353
441,53.91675257934945
442,55.004195066070224
443,56.250062562417305
444,56.278158314373115
445,57.14363603379157
446,57.63608748477289
447,61.70901625379832
448,60.77255501103099
449,62.73009229528397
450,66.4990989899848
451,69.69387396343608
452,73.5094411577602
453,75.55777696313416
454,78.72607467466065
455,80.91690267856227
456,83.95500584530652
457,84.07442563103547
458,83.26348319605474
459,83.72048056430798
460,86.71001845918988
461,88.41655828251768
462,85.09829411004435
463,87.72401921464437
464,90.51469950289149
465,92.62964073073026
466,95.31528127553122
467,97.42188324689633
468,100.8533187580573
469,103.12110616786062
470,108.0553912399543
471,115.98645048693074
472,116.04136922528278
473,119.00320699844116
474,124.35746301002783
475,125.9324408180601
476,128.99180390246073
477,131.38424449905116
478,134.33878659932734
479,135.395054351589
480,138.01737985903313
481,140.6158738940335
482,143.18039759214204
483,145.83753565174956
484,145.78750407392698
485,149.93515540586483
486,150.1629600902654
487,150.84116892783422
488,152.46646006338827
489,154.40863056606932
490,151.94681693974556
491,153.20570444535667
492,155.0241803363987
493,154.95874003736049
494,155.46960831924034
495,154.88598640764442
496,155.34682898748122
497,152.6248900844509
498,156.3347005793848
499,155.75396792486677
500,155.98399424238028
501,154.38266312096493
502,152.95352491030206
503,150.2104157613635
504,149.29648351393686
505,147.88265480758528
506,145.09252598632153
507,143.02347688926918
508,139.60235448384955
509,143.10303150920035
510,142.1138033226099
511,142.9883029493699
512,142.89309906772385
513,143.74756065329584
514,144.4350330535533
515,142.0843160955052
516,143.25109124682223
517,144.57268754094727
518,145.72996256669202
519,142.05023218211056
520,138.5899333993179
521,136.22694914530265
522,132.72110158771318
523,133.15952631017896
524,133.02038033300124
525,134.026259676474
526,132.79491355080918
527,131.60682333122435
528,133.27592132901896
529,132.47457672167803
530,131.65965182296478
531,130.90564400596224
532,129.71894913721152
533,130.1809366005326
534,130.3518466928678
535,130.56079620731842
536,128.32977153970273
537,127.59198804044127
538,126.22546519016949
539,125.08367107204265
540,120.89934424341867
541,122.6258203905842
542,119.73513302397221
543,119.78160373837608
544,113.86241361304624
545,116.42177524338084
546,116.9871296344173
547,114.57753579343725
548,115.50205069710793
549,116.28295416898354
550,114.53107684334265
551,114.94956943792405
552,111.06147155223154
553,111.04908549869124
554,108.36482849723842
555,108.7653901110175
556,108.36948758224433
557,103.95143948536787
558,101.99315399761325
559,100.00644688267158
560,97.17940407743995
561,91.99883994709303
562,96.28248812713755
563,93.01966436913783
564,92.76733568069758
565,92.23299333010142
566,92.6294850626011
567,91.25898217150366
568,91.8848621302671
569,92.13739644798578
570,92.043004558921
571,91.49905678536335
572,94.41391207842449
573,93.95107067642797
574,94.1916739606788
575,95.93614508272523
576,93.195441351691
577,93.40373620946279
578,93.6182542126723
579,93.88516467794426
580,93.67599723671185
581,93.75344130640329
582,93.5112687913031
583,92.75181421936095
584,92.56401178254569
585,90.60290930951233
586,90.91497105332661
587,91.24565221919804
588,89.2669257860108
589,84.92694531253342
590,87.07568471757266
591,86.61697965758361
592,86.70242711059977
593,84.31933490951076
594,84.33810833058259
595,85.3556289074701
596,86.74841147637306
597,89.07413523121531
598,88.40522950534077
599,90.67866274601639
600,92.99456297535119
601,96.37494863815755
602,98.58049458507004
603,101.92621247398628
604,103.98856344038826
605,106.20862686237264
606,109.0767253910023
607,111.24612898425545
608,114.28075984963579
609,114.23126218942205
610,117.71713935009281
611,119.72592934309556
612,122.26773479595984
613,124.5972249313439
614,126.57447994555162
615,126.76592334322719
616,126.3932700234386
617,128.7148872859967
618,128.1742229202427
619,133.6432376396391
620,136.67724004735456
621,136.7587500851002
622,138.11484355502554
623,137.8522808610918
624,134.60278225763545
625,135.09388406423184
626,136.21800321030958
627,138.38447498820113
628,137.9771100350315
629,139.380378761973
630,140.0374663665964
631,140.82758069762568
632,140.50164221063812
633,140.30464644486264
634,137.38251369993134
635,137.38768971344126
636,140.04198796381723
637,141.1252735774236
638,144.0850479641695
639,148.60791419816542
640,149.97611511549022
641,150.2234906921084
642,153.32865626288697
643,150.65741629455096
644,154.081141381595
645,152.38644719379678
646,150.73256727892252
647,152.82921528843082
648,151.48322863228853
649,150.31973221529756
650,151.43642941412298
651,150.02995497440472
652,150.31590841879859
653,149.81438905721816
654,149.71712659027472
655,148.21952407833484
656,145.1837937599991
657,149.07356173192287
658,151.98596421621264
659,151.8843164398042
660,154.62139959990625
661,158.10142897935458
662,157.04523841149728
663,157.105557641847
664,154.1928109247616
665,153.43940417525965
666,150.28638186273497
667,150.21866364021892
668,148.84132131987982
669,148.51978845898984
670,148.1678136773102
671,146.04391955827637
672,142.8098783426925
673,140.31780803336918
674,137.10232788632345
675,136.54553157360178
676,137.04789793837716
677,135.95950618875062
678,134.8766948493043
679,133.29913503746596
680,130.29825252519512
681,130.2867030453724
682,129.13265681686354
683,129.50840119496502
684,129.3443073270488
685,129.17043466864857
686,128.86104000260445
687,126.09179843447005
688,127.89040411557873
689,128.58847223404055
690,128.0657782169007
691,128.16959025933303
692,127.43933582660772
693,130.23582058079464
694,129.5234069897531
695,129.28917371281995
696,129.36062661823837
697,129.58047859491603
698,129.06819781981773
699,129.09763621368774
700,130.0906591428576
701,129.84103311104653
702,129.61994835733003
703,129.14173508411923
704,128.79411617338502
705,125.87986062460921
706,123.106440543671
707,120.67100642756414
708,118.4682081004666
709,115.7179415256444
710,113.27671703230293
711,111.12501133468182
712,106.12871144074157
713,102.52654295703758
714,99.24126766814565
715,98.81348347488158
716,99.08898652258274
717,99.10924728513271
718,98.066257562575
719,96.01451406522933
720,93.68981257248812
721,93.86045266572567
722,93.98478357554299
723,91.94300559473857
724,93.01277731009318
725,90.44294691887806
726,90.92730505755634
727,88.33194062694838
728,87.95266639677725
729,87.73445586324884
730,85.15905375546568
731,82.56338901982974
732,80.0607897677824
733,77.71752033245556
734,77.7579830427071
735,77.22169098410164
736,76.68768275223255
737,74.04087767516054
738,71.47311754039099
739,71.38557861312208
740,73.52757149974884
741,71.31569049137886
742,71.01290912736269
743,71.25805040576314
744,74.04427970593163
745,75.58166173676557
746,77.0167063799614
747,75.12344700991491
748,76.40341103263171
749,74.05534551078708
750,75.40642793376458
751,73.33780164232827
752,74.11741236361375
753,72.43196733675273
754,74.66433121811252
755,75.94142597355066
756,78.83132123614833
757,78.3651090059836
758,77.10783110391563
759,80.3547947485622
760,80.04093788155919
761,81.13840164207562
762,81.31487379683438
763,84.42861088681944
764,87.46787295010185
765,88.20282303103212
766,90.63477042645671
767,92.04639947470159
768,93.46636858651203
769,93.44500612441671
770,93.53990541567526
771,96.08365137829756
772,98.76358162915729
773,101.7119291006381
774,104.75885054643223
775,104.92536663082947
776,106.68017436196028
777,107.2641454172744
778,108.1204898718173
779,109.67745878575391
780,110.59030409110905
781,108.35471323331669
782,107.24391881712997
783,107.71935007288188
784,108.60566631840992
785,110.99417155707161
786,110.91057177569836
787,113.76968184258818
788,114.45322548186115
789,117.71618980309611
790,118.5783142680012
791,118.6827107222833
792,118.94476589846971
793,116.6183385096914
794,115.10832109593507
795,115.28861541183318
796,116.28820915667515
797,113.5091208224679
798,114.39853175160124
799,115.19109737814219
800,114.60909288156667
801,114.66810982998301
802,115.22545415337726
803,115.86559676788363
804,114.4705554319429
805,113.63088227547152
806,116.11747738431562
807,116.4764686370656
808,119.02654132919763
809,119.82032392352143
810,120.3506267908754
811,122.96849440239377
812,124.9389642366602
813,128.6310417278354
814,129.0078836525251
815,131.3625419111014
816,131.34197805961546
817,128.70987167004168
818,129.73017015860677
819,131.47906578515318
820,131.83421595301593
821,134.01205329237828
822,135.70039771652367
823,136.0166437980043
824,137.6084561814824
825,139.80555133951418
826,142.70913518933978
827,145.35708762970359
828,148.34640096983907
829,151.47149022959897
830,154.8395985806629
831,157.69635112328183
832,161.83147400287547
833,164.4759310011844
834,167.17077668908942
835,164.90682958794315
836,167.08668343337024
837,170.02201388032518
838,169.84185882398285
839,169.71082191936884
840,167.65596277505756
841,168.15367378881257
842,166.34296648611135
843,165.6803158345254
844,162.5315834836898
845,160.24189907576428
846,157.67153265129545
847,157.36006731717583
848,154.77730337868906
849,155.65258678625392
850,152.82492006223436
851,154.06233318803615
852,155.20452928247738
853,154.32344884533444
854,151.8438998161111
855,149.1651683136746
856,149.99386468457422
857,147.4308928143181
858,146.6811467659113
859,144.70643494061542
860,143.1699567116194
861,141.53105262546794
862,139.4790929779467
863,137.41027171233324
864,135.082715177141
865,133.06182606801443
866,132.2725688957987
867,130.3525237374335
868,128.7385351753583
869,128.83930315099235
870,128.0841615644392
871,128.24468900119865
872,125.90123321441071
873,125.54925297986118
874,125.33623629248912
875,125.70891192740274
876,122.28254072020648
877,122.79407321637396
878,123.04236994369867
879,122.80492483028956
880,125.08508344912005
881,127.57694251222732
882,130.1164334785424
883,130.1805743582436
884,130.43087648427573
885,128.8334896566726
886,128.61537292285405
887,127.86769705554636
888,126.07624697014273
889,125.86507940306599
890,122.96799489381212
891,122.06805691220372
892,119.88487832381385
893,122.07673947744952
894,124.35791239504722
895,124.3653607123804
896,121.5786951776764
897,124.19767910024534
898,124.33053107691794
899,124.47928831791234
900,124.43063723130133
901,124.24125722180219
902,122.41430445637793
903,122.67964164182409
904,124.34407567421043
905,128.31808459923894
906,128.2077432773744
907,128.0641689562618
908,128.372863197813
909,130.57578764020002
910,132.54459573699344
911,132.57580968860012
912,135.64869820895285
913,133.07649515452707
914,135.63287502340458
915,135.99912371535814
916,139.25760603140273
917,141.7204409936706
918,141.3010124259456
919,141.73222404076841
920,143.61637143247646
921,143.22628412450547
922,144.34386806811116
923,146.45755590144472
924,147.37268931508305
925,144.1100506506981
926,140.16727900783727
927,140.73767132050617
928,140.63882061437332
929,138.21297072668068
930,135.12073485850544
931,132.41222470553438
932,128.1251142428626
933,123.89633591679596
934,120.86861892040153
935,119.71013630157466
936,115.3532250626557
937,113.16646045154559
938,115.6691317403396
939,109.41137330919132
940,109.41398777312108
941,108.08790093228646
942,110.43845239852843
943,113.22296484273906
944,116.02499296818682
945,118.783835929983
946,121.57707746354593
947,124.4995913510114
948,127.34247145525953
949,129.41981660877408
950,132.28332546715575
951,134.0761832209416
952,135.21474995804306
953,138.94423523634376
954,142.2592229119392
955,141.7578781486493
956,141.08923439288145
957,142.24079119209767
958,141.5088245231695
959,144.58747121533293
960,146.2883697104481
961,148.4434808253734
962,147.99840773842075
963,150.0764019925714
964,149.50173027990013
965,152.1873889274636
966,153.69241459321665
967,153.10593055909717
968,154.77036333912412
969,154.8534279156338
970,150.705711356036
971,150.62773559517902
972,153.1062243994695
973,152.35878566252785
974,150.01862424762214
975,150.09192134671483
976,153.75725745983837
977,153.39466840118854
978,153.2060712099111
979,153.5665260029051
980,150.22906431047403
981,150.15743987135824
982,148.93978241643728
983,148.7738360009068
984,148.75385289261698
985,150.59501143309498
986,150.80560528874997
987,151.67830575628906
988,152.7837268622813
989,153.05824659299108
990,155.95711961478895
991,156.79782670824096
992,159.22248455040983
993,159.57617889218395
994,159.12348977278418
995,159.51323640885758
996,157.5280910369499
997,157.33738711932736
998,156.68119163749168
999,153.9907512983136
1000,153.95029212097808
1001,153.8356535680612
1002,155.1041705496995
1003,154.9300887339686
1004,155.7998453552384
1005,155.47663320209043
1006,155.8536399983899
1007,158.07048258355834
1008,157.9486421979324
1009,158.17496761938395
1010,158.29688439208306
1011,158.17194349510748
1012,157.9463925322917
1013,160.37995683443137
1014,160.87198218426215
1015,160.88516130020128
1016,159.83420126788812
1017,160.032911359241
1018,162.6315729413298
1019,162.56132021131225
1020,162.99087182213435
1021,163.9255090625477
1022,163.45140398264178
1023,163.60987105062492
1024,163.50459869799516
1025,164.6878203731411
1026,167.96147299517438
1027,167.69050022265026
1028,167.75210750310973
1029,170.17042153791215
1030,173.28479329455004
1031,175.9689941481794
1032,180.26631939899943
1033,184.61139980772612
1034,187.84790984485647
1035,191.4534064134475
1036,196.99906906827403
1037,197.18750008351046
1038,197.54785365047363
1039,200.7589797198425
1040,203.38681581959813
1041,204.62593215249424
1042,204.6877082222814
1043,202.85510886336266
1044,202.87424725970007
1045,202.8150741464612
1046,200.05514889784519
1047,197.110866593473
1048,195.78404275704145
1049,196.07610493259116
1050,195.97972215732392
1051,196.08794727111416
1052,196.32992898341092
1053,196.50880808494765
1054,196.4621628114329
1055,200.33215894041066
1056,201.27205346847842
1057,204.41611781578925
1058,208.83052268079973
1059,208.726099977494
1060,209.37793775812258
1061,209.33526066940132
1062,212.3216664798092
1063,212.89019857478416
1064,216.09197343536638
1065,216.106516546931
1066,216.13660723261438
1067,218.92929405165262
1068,218.76168219438662
1069,219.2804634333259
1070,224.67699034691785
1071,225.0650237176663
1072,225.31312665160323
1073,226.49437366696802
1074,226.68397960363706
1075,226.56995904458694
1076,226.90673224061655
1077,227.37267707621496
1078,227.37811281881525
1079,227.3766336337087
1080,230.79160692761346
1081,228.31645896221445
1082,229.4046124142519
1083,229.6789393274646
1084,226.61003989623975
1085,226.55545518033352
1086,227.1178221884772
1087,226.76191861327143
1088,227.32502696625266
1089,227.39844961198435
1090,227.24703446780936
1091,226.9845180427569
1092,223.40377920196156
1093,222.94934004553394
1094,223.7117547367677
1095,223.71204139254277
1096,228.13103064339936
1097,228.67641392197618
1098,229.49338557994253
1099,232.49256629069117
1100,232.87023131172344
1101,233.3138667894956
1102,233.409938385088
1103,233.6788006612204
1104,233.61694136967841
1105,233.69588610933496
1106,233.89456695033383
1107,233.87984971877646
1108,233.94722319911253
1109,230.58263232944088
1110,231.04645853772192
1111,228.44283827175295
1112,228.582796056788
1113,228.706835451403
1114,228.84771287546133
1115,224.27045331034762
1116,225.08085546571715
1117,225.26199798692267
1118,225.13678363383363
1119,223.24094993725225
1120,219.1806632818348
1121,219.05954152491447
1122,216.38042397854883
1123,214.00848735326207
1124,213.9274512731458
1125,216.14405654664296
1126,213.78558953654138
1127,213.77261188920963
1128,211.30224817014354
1129,207.8245606013203
1130,208.06833897325316
1131,205.04572264233485
1132,205.04789444937884
1133,199.4427088563732
1134,197.07783168938946
1135,196.69069639272195
1136,194.81466182544094
1137,194.6972250310528
1138,194.35729091222933
1139,196.1765564156902
1140,196.68553650452617
1141,199.14329758142637
1142,196.19592188288502
1143,198.45278696364986
1144,198.6332023872502
1145,196.638364801167
1146,197.17745966920026
1147,199.9341503990407
1148,200.67619620517547
1149,197.33221542310207
1150,193.19819825077153
1151,190.44976170789977
1152,187.12094471153537
1153,186.82168511455376
1154,184.46496920147447
1155,184.0292818786316
1156,177.30958021467478
1157,169.46227264373715
1158,169.39332789648543
1159,168.15272917433205
1160,167.91549767174467
1161,166.65770283400425
1162,166.80554342724045
1163,164.22805310676512
1164,163.73579364910688
1165,163.42805730953927
1166,163.34720665559811
1167,163.5013383855564
1168,164.0233399445955
1169,164.15546168034405
1170,164.0743473227177
1171,164.06752339238602
1172,164.1976111429205
1173,161.6584643474225
1174,162.07309925370149
1175,161.89977953062487
1176,161.13903687545104
1177,161.00402327904266
1178,160.3508242192029
1179,160.1883612766924
1180,160.2330861522654
1181,162.65191612154464
1182,162.82660005437722
1183,162.63380276513428
1184,165.5143859822825
1185,165.82330067976199
1186,165.71595778755946
1187,166.16815342754668
1188,165.30600661039625
1189,165.18116631014146
1190,165.11880496843688
1191,165.53473651249024
1192,168.34701237751918
1193,168.5236528800226
1194,167.84834825951492
1195,166.97975906213856
1196,166.04798179940153
1197,166.02685398321228
1198,164.94159310032433
1199,164.81623032778379
1200,164.96309404112876
1201,164.81166148210957
1202,164.95835124370132
1203,165.09561611716776
1204,164.43352648897053
1205,161.73341105189905
1206,161.46192007955105
1207,161.8517053729145
1208,161.7442040576391
1209,164.841303647846
1210,164.78367334690708
1211,167.3332750195553
1212,167.19424168449183
1213,167.381500307179
1214,167.16534233767783
1215,171.74603281829667
1216,169.51679767738463
1217,167.02192299668343
1218,166.97242253540816
1219,169.15075948503144
1220,172.73012547417838
1221,170.88048499075515
1222,173.60269898778574
1223,176.14577190338775
1224,175.41342658621295
1225,175.51956594620526
1226,178.33430231497684
1227,178.12908125236333
1228,180.77957064320574
1229,183.8591733745317
1230,181.97803542005383
1231,184.24344212567408
1232,183.13420544093577
1233,187.9428898352066
1234,189.91429902681912
1235,190.55049899414146
1236,191.39238465974788
1237,194.05109658745903
1238,193.17303816107113
1239,194.09516809173485
1240,193.13325488469383
1241,192.99699113848513
1242,195.62627583940252
1243,195.17804492858468
1244,195.46219213820123
1245,196.81123513073155
1246,198.64099656640133
1247,199.02271070660677
1248,199.40871438565705
1249,202.92567281826257
1250,206.4913194997393
1251,209.32619979606642
1252,212.84342431319834
1253,212.97572003351507
1254,215.18321189370624
1255,215.52528141168057
1256,221.76316267872272
1257,229.14192080853962
1258,229.59116257137737
1259,231.3645364283739
1260,231.13141905849716
1261,232.6992671502574
1262,232.97555946195942
1263,235.7230120328083
1264,236.04373288408624
1265,236.11105053827774
1266,235.93622374955376
1267,236.13948842956836
1268,235.78250557990197
1269,235.40840281799748
1270,235.5302517988783
1271,235.8245086838038
1272,236.01991275833024
1273,238.3492821220005
1274,240.0979660792508
1275,240.56582095614075
1276,241.31777254424523
1277,241.4103888653828
1278,242.11665179708555
1279,242.70461709761727
1280,242.4955349934309
1281,243.00898137589013
1282,241.02636203806534
1283,241.34675254094105
1284,241.54041988347453
1285,241.58642247204278
1286,239.72376672898375
1287,239.51914967190248
1288,240.58337833353394
1289,238.61631321225204
1290,238.66101698454207
1291,238.48629131757986
1292,239.4389034422974
1293,239.49778170135556
1294,240.35542977615506
1295,241.19646994612486
1296,242.29253740729746
1297,242.3780735593648
1298,241.04553567651848
1299,241.07834491763083
1300,240.7768886280775
1301,238.4420911917693
1302,238.81135971125852
1303,235.8139458606037
1304,236.35743524486762
1305,238.9140377506685
1306,236.65349527061454
1307,234.3141172554161
1308,234.0669156227312
1309,231.9399853998735
1310,229.5740182189729
1311,227.27344817974313
1312,225.03239000899273
1313,222.2332478882946
1314,222.19363844608665
1315,222.20671581892205
1316,224.25169193179082
1317,226.60539929151292
1318,224.53708149492988
1319,222.37932222333404
1320,222.8898747043366
1321,224.82790950638662
1322,221.71011401521363
1323,219.03222081064715
1324,216.4752772899761
1325,213.93054895687592
1326,214.10654289799552
1327,210.7354022643158
1328,211.01474255507028
1329,208.70455868761107
1330,209.88468745457962
1331,210.54414532502986
